"gene","seqid","type"
"ENSMUSG00000081959","X","pseudogene"
"ENSMUSG00000081960","X","pseudogene"
"ENSMUSG00000081961","11","pseudogene"
"ENSMUSG00000081962","7","pseudogene"
"ENSMUSG00000081964","4","pseudogene"
"ENSMUSG00000081965","11","pseudogene"
"ENSMUSG00000081966","2","pseudogene"
"ENSMUSG00000081967","2","pseudogene"
"ENSMUSG00000081968","11","pseudogene"
"ENSMUSG00000081969","X","pseudogene"
"ENSMUSG00000081970","5","pseudogene"
"ENSMUSG00000081971","2","pseudogene"
"ENSMUSG00000081972","X","pseudogene"
"ENSMUSG00000081973","2","pseudogene"
"ENSMUSG00000081974","11","pseudogene"
"ENSMUSG00000081975","4","pseudogene"
"ENSMUSG00000081976","X","pseudogene"
"ENSMUSG00000081978","X","pseudogene"
"ENSMUSG00000081979","6","pseudogene"
"ENSMUSG00000081980","2","pseudogene"
"ENSMUSG00000081982","7","pseudogene"
"ENSMUSG00000081984","1","gene"
"ENSMUSG00000081985","4","pseudogene"
"ENSMUSG00000081986","X","pseudogene"
"ENSMUSG00000081987","4","pseudogene"
"ENSMUSG00000081988","16","pseudogene"
"ENSMUSG00000081991","6","pseudogene"
"ENSMUSG00000081992","2","pseudogene"
"ENSMUSG00000081993","X","pseudogene"
"ENSMUSG00000081994","X","pseudogene"
"ENSMUSG00000081995","11","pseudogene"
"ENSMUSG00000081996","X","pseudogene"
"ENSMUSG00000081998","4","pseudogene"
"ENSMUSG00000081999","2","pseudogene"
"ENSMUSG00000082000","3","pseudogene"
"ENSMUSG00000082001","5","pseudogene"
"ENSMUSG00000082002","X","pseudogene"
"ENSMUSG00000082005","X","pseudogene"
"ENSMUSG00000082006","2","pseudogene"
"ENSMUSG00000082007","X","pseudogene"
"ENSMUSG00000082008","4","pseudogene"
"ENSMUSG00000082009","4","pseudogene"
"ENSMUSG00000082010","2","pseudogene"
"ENSMUSG00000082011","X","pseudogene"
"ENSMUSG00000082012","1","pseudogene"
"ENSMUSG00000082013","2","pseudogene"
"ENSMUSG00000082014","13","pseudogene"
"ENSMUSG00000082015","2","pseudogene"
"ENSMUSG00000082016","7","pseudogene"
"ENSMUSG00000082017","4","pseudogene"
"ENSMUSG00000082018","X","pseudogene"
"ENSMUSG00000082019","X","pseudogene"
"ENSMUSG00000082020","11","pseudogene"
"ENSMUSG00000082021","X","pseudogene"
"ENSMUSG00000082022","4","pseudogene"
"ENSMUSG00000082023","2","pseudogene"
"ENSMUSG00000082024","4","pseudogene"
"ENSMUSG00000082025","X","pseudogene"
"ENSMUSG00000082026","X","pseudogene"
"ENSMUSG00000082027","11","pseudogene"
"ENSMUSG00000082028","2","pseudogene"
"ENSMUSG00000082029","2","pseudogene"
"ENSMUSG00000082030","4","pseudogene"
"ENSMUSG00000082031","X","pseudogene"
"ENSMUSG00000082032","11","pseudogene"
"ENSMUSG00000082033","X","pseudogene"
"ENSMUSG00000082035","X","pseudogene"
"ENSMUSG00000082036","6","pseudogene"
"ENSMUSG00000082037","13","pseudogene"
"ENSMUSG00000082038","11","pseudogene"
"ENSMUSG00000082039","5","pseudogene"
"ENSMUSG00000082040","11","pseudogene"
"ENSMUSG00000082042","7","pseudogene"
"ENSMUSG00000082043","4","pseudogene"
"ENSMUSG00000082044","2","pseudogene"
"ENSMUSG00000082045","11","pseudogene"
"ENSMUSG00000082046","2","pseudogene"
"ENSMUSG00000082047","4","pseudogene"
"ENSMUSG00000082048","4","pseudogene"
"ENSMUSG00000082049","11","pseudogene"
"ENSMUSG00000082051","18","pseudogene"
"ENSMUSG00000082052","5","pseudogene"
"ENSMUSG00000082053","4","pseudogene"
"ENSMUSG00000082054","X","pseudogene"
"ENSMUSG00000082056","2","pseudogene"
"ENSMUSG00000082057","1","pseudogene"
"ENSMUSG00000082058","4","pseudogene"
"ENSMUSG00000082059","1","pseudogene"
"ENSMUSG00000082060","X","pseudogene"
"ENSMUSG00000082061","4","pseudogene"
"ENSMUSG00000082062","4","pseudogene"
"ENSMUSG00000082063","4","pseudogene"
"ENSMUSG00000082064","2","pseudogene"
"ENSMUSG00000082065","4","pseudogene"
"ENSMUSG00000082066","2","pseudogene"
"ENSMUSG00000082068","5","pseudogene"
"ENSMUSG00000082069","6","pseudogene"
"ENSMUSG00000082070","X","pseudogene"
"ENSMUSG00000082071","X","pseudogene"
"ENSMUSG00000082072","6","pseudogene"
"ENSMUSG00000082073","4","pseudogene"
"ENSMUSG00000082074","11","pseudogene"
"ENSMUSG00000082076","X","pseudogene"
"ENSMUSG00000082077","7","pseudogene"
"ENSMUSG00000082078","11","pseudogene"
"ENSMUSG00000082079","2","gene"
"ENSMUSG00000082080","7","pseudogene"
"ENSMUSG00000082081","X","pseudogene"
"ENSMUSG00000082082","4","pseudogene"
"ENSMUSG00000082083","X","pseudogene"
"ENSMUSG00000082084","7","pseudogene"
"ENSMUSG00000082085","X","pseudogene"
"ENSMUSG00000082087","11","pseudogene"
"ENSMUSG00000082088","5","pseudogene"
"ENSMUSG00000082089","3","pseudogene"
"ENSMUSG00000082090","X","pseudogene"
"ENSMUSG00000082091","2","pseudogene"
"ENSMUSG00000082092","X","pseudogene"
"ENSMUSG00000082093","7","pseudogene"
"ENSMUSG00000082095","11","pseudogene"
"ENSMUSG00000082096","2","pseudogene"
"ENSMUSG00000082097","2","pseudogene"
"ENSMUSG00000082098","11","pseudogene"
"ENSMUSG00000082099","11","pseudogene"
"ENSMUSG00000082100","11","pseudogene"
"ENSMUSG00000082101","11","gene"
"ENSMUSG00000082103","17","pseudogene"
"ENSMUSG00000082104","5","pseudogene"
"ENSMUSG00000082106","X","pseudogene"
"ENSMUSG00000082107","19","pseudogene"
"ENSMUSG00000082108","2","pseudogene"
"ENSMUSG00000082109","X","pseudogene"
"ENSMUSG00000082110","11","pseudogene"
"ENSMUSG00000082111","4","pseudogene"
"ENSMUSG00000082112","2","pseudogene"
"ENSMUSG00000082113","2","pseudogene"
"ENSMUSG00000082114","2","pseudogene"
"ENSMUSG00000082115","6","pseudogene"
"ENSMUSG00000082116","11","pseudogene"
"ENSMUSG00000082117","X","pseudogene"
"ENSMUSG00000082118","6","pseudogene"
"ENSMUSG00000082119","4","pseudogene"
"ENSMUSG00000082120","6","pseudogene"
"ENSMUSG00000082121","X","pseudogene"
"ENSMUSG00000082122","4","pseudogene"
"ENSMUSG00000082123","10","pseudogene"
"ENSMUSG00000082125","X","pseudogene"
"ENSMUSG00000082126","X","pseudogene"
"ENSMUSG00000082127","2","pseudogene"
"ENSMUSG00000082128","4","pseudogene"
"ENSMUSG00000082129","X","pseudogene"
"ENSMUSG00000082130","16","pseudogene"
"ENSMUSG00000082132","2","pseudogene"
"ENSMUSG00000082134","X","pseudogene"
"ENSMUSG00000082135","X","pseudogene"
"ENSMUSG00000082136","8","pseudogene"
"ENSMUSG00000082138","4","pseudogene"
"ENSMUSG00000082139","X","pseudogene"
"ENSMUSG00000082140","4","pseudogene"
"ENSMUSG00000082141","4","pseudogene"
"ENSMUSG00000082142","2","pseudogene"
"ENSMUSG00000082143","4","pseudogene"
"ENSMUSG00000082144","4","pseudogene"
"ENSMUSG00000082145","11","pseudogene"
"ENSMUSG00000082146","X","pseudogene"
"ENSMUSG00000082147","X","pseudogene"
"ENSMUSG00000082148","11","pseudogene"
"ENSMUSG00000082149","4","pseudogene"
"ENSMUSG00000082151","4","pseudogene"
"ENSMUSG00000082152","2","pseudogene"
"ENSMUSG00000082154","7","pseudogene"
"ENSMUSG00000082155","X","pseudogene"
"ENSMUSG00000082156","11","pseudogene"
"ENSMUSG00000082157","11","pseudogene"
"ENSMUSG00000082158","2","pseudogene"
"ENSMUSG00000082159","1","pseudogene"
"ENSMUSG00000082160","1","pseudogene"
"ENSMUSG00000082161","13","pseudogene"
"ENSMUSG00000082162","X","pseudogene"
"ENSMUSG00000082163","2","pseudogene"
"ENSMUSG00000082164","2","pseudogene"
"ENSMUSG00000082165","X","pseudogene"
"ENSMUSG00000082167","X","pseudogene"
"ENSMUSG00000082168","X","pseudogene"
"ENSMUSG00000082169","4","pseudogene"
"ENSMUSG00000082170","X","pseudogene"
"ENSMUSG00000082171","11","pseudogene"
"ENSMUSG00000082172","X","pseudogene"
"ENSMUSG00000082173","4","pseudogene"
"ENSMUSG00000082174","X","pseudogene"
"ENSMUSG00000082175","X","pseudogene"
"ENSMUSG00000082176","4","pseudogene"
"ENSMUSG00000082177","17","pseudogene"
"ENSMUSG00000082178","13","pseudogene"
"ENSMUSG00000082179","4","pseudogene"
"ENSMUSG00000082180","11","pseudogene"
"ENSMUSG00000082181","11","pseudogene"
"ENSMUSG00000082183","7","pseudogene"
"ENSMUSG00000082185","3","pseudogene"
"ENSMUSG00000082186","4","pseudogene"
"ENSMUSG00000082187","2","pseudogene"
"ENSMUSG00000082188","X","pseudogene"
"ENSMUSG00000082189","X","pseudogene"
"ENSMUSG00000082190","2","pseudogene"
"ENSMUSG00000082191","X","pseudogene"
"ENSMUSG00000082192","X","pseudogene"
"ENSMUSG00000082193","1","pseudogene"
"ENSMUSG00000082194","4","pseudogene"
"ENSMUSG00000082195","4","pseudogene"
"ENSMUSG00000082196","2","pseudogene"
"ENSMUSG00000082197","X","pseudogene"
"ENSMUSG00000082198","X","pseudogene"
"ENSMUSG00000082199","6","pseudogene"
"ENSMUSG00000082200","4","pseudogene"
"ENSMUSG00000082202","X","pseudogene"
"ENSMUSG00000082203","12","pseudogene"
"ENSMUSG00000082204","X","pseudogene"
"ENSMUSG00000082205","X","pseudogene"
"ENSMUSG00000082207","4","pseudogene"
"ENSMUSG00000082208","X","pseudogene"
"ENSMUSG00000082210","7","pseudogene"
"ENSMUSG00000082211","8","gene"
"ENSMUSG00000082212","1","pseudogene"
"ENSMUSG00000082213","11","pseudogene"
"ENSMUSG00000082214","X","pseudogene"
"ENSMUSG00000082215","2","pseudogene"
"ENSMUSG00000082216","4","gene"
"ENSMUSG00000082217","6","pseudogene"
"ENSMUSG00000082218","2","pseudogene"
"ENSMUSG00000082220","4","pseudogene"
"ENSMUSG00000082222","X","pseudogene"
"ENSMUSG00000082223","X","pseudogene"
"ENSMUSG00000082225","2","pseudogene"
"ENSMUSG00000082226","X","gene"
"ENSMUSG00000082227","2","pseudogene"
"ENSMUSG00000082228","X","pseudogene"
"ENSMUSG00000082229","X","gene"
"ENSMUSG00000082233","15","pseudogene"
"ENSMUSG00000082234","10","pseudogene"
"ENSMUSG00000082235","2","pseudogene"
"ENSMUSG00000082236","13","pseudogene"
"ENSMUSG00000082237","2","pseudogene"
"ENSMUSG00000082238","4","pseudogene"
"ENSMUSG00000082239","2","pseudogene"
"ENSMUSG00000082240","X","pseudogene"
"ENSMUSG00000082241","16","pseudogene"
"ENSMUSG00000082242","4","pseudogene"
"ENSMUSG00000082243","11","pseudogene"
"ENSMUSG00000082244","X","pseudogene"
"ENSMUSG00000082245","X","pseudogene"
"ENSMUSG00000082246","4","pseudogene"
"ENSMUSG00000082247","10","pseudogene"
"ENSMUSG00000082248","4","pseudogene"
"ENSMUSG00000082249","4","pseudogene"
"ENSMUSG00000082250","11","pseudogene"
"ENSMUSG00000082251","2","pseudogene"
"ENSMUSG00000082252","11","pseudogene"
"ENSMUSG00000082253","X","pseudogene"
"ENSMUSG00000082254","4","pseudogene"
"ENSMUSG00000082255","4","pseudogene"
"ENSMUSG00000082256","11","pseudogene"
"ENSMUSG00000082258","13","pseudogene"
"ENSMUSG00000082259","2","pseudogene"
"ENSMUSG00000082260","X","pseudogene"
"ENSMUSG00000082261","X","pseudogene"
"ENSMUSG00000082262","X","pseudogene"
"ENSMUSG00000082263","11","pseudogene"
"ENSMUSG00000082264","4","pseudogene"
"ENSMUSG00000082265","5","pseudogene"
"ENSMUSG00000082266","11","pseudogene"
"ENSMUSG00000082267","4","pseudogene"
"ENSMUSG00000082268","13","pseudogene"
"ENSMUSG00000082269","X","pseudogene"
"ENSMUSG00000082270","X","pseudogene"
"ENSMUSG00000082271","11","pseudogene"
"ENSMUSG00000082272","11","pseudogene"
"ENSMUSG00000082274","2","pseudogene"
"ENSMUSG00000082275","X","pseudogene"
"ENSMUSG00000082276","2","pseudogene"
"ENSMUSG00000082277","16","pseudogene"
"ENSMUSG00000082278","2","pseudogene"
"ENSMUSG00000082279","4","pseudogene"
"ENSMUSG00000082280","3","pseudogene"
"ENSMUSG00000082281","7","pseudogene"
"ENSMUSG00000082283","2","pseudogene"
"ENSMUSG00000082284","X","pseudogene"
"ENSMUSG00000082285","2","pseudogene"
"ENSMUSG00000082286","11","pseudogene"
"ENSMUSG00000082287","18","pseudogene"
"ENSMUSG00000082288","X","pseudogene"
"ENSMUSG00000082289","6","pseudogene"
"ENSMUSG00000082291","X","pseudogene"
"ENSMUSG00000082292","11","pseudogene"
"ENSMUSG00000082294","11","pseudogene"
"ENSMUSG00000082295","11","pseudogene"
"ENSMUSG00000082296","2","pseudogene"
"ENSMUSG00000082297","X","pseudogene"
"ENSMUSG00000082301","2","pseudogene"
"ENSMUSG00000082302","4","pseudogene"
"ENSMUSG00000082303","2","pseudogene"
"ENSMUSG00000082304","11","pseudogene"
"ENSMUSG00000082305","5","pseudogene"
"ENSMUSG00000082306","13","pseudogene"
"ENSMUSG00000082307","2","pseudogene"
"ENSMUSG00000082308","5","pseudogene"
"ENSMUSG00000082309","11","pseudogene"
"ENSMUSG00000082310","4","pseudogene"
"ENSMUSG00000082311","X","pseudogene"
"ENSMUSG00000082312","11","pseudogene"
"ENSMUSG00000082313","2","pseudogene"
"ENSMUSG00000082314","2","pseudogene"
"ENSMUSG00000082315","2","pseudogene"
"ENSMUSG00000082316","13","gene"
"ENSMUSG00000082317","X","pseudogene"
"ENSMUSG00000082318","2","pseudogene"
"ENSMUSG00000082319","X","pseudogene"
"ENSMUSG00000082320","4","pseudogene"
"ENSMUSG00000082321","2","pseudogene"
"ENSMUSG00000082322","X","pseudogene"
"ENSMUSG00000082323","8","pseudogene"
"ENSMUSG00000082324","X","pseudogene"
"ENSMUSG00000082325","4","pseudogene"
"ENSMUSG00000082326","X","pseudogene"
"ENSMUSG00000082327","2","pseudogene"
"ENSMUSG00000082328","2","pseudogene"
"ENSMUSG00000082329","2","pseudogene"
"ENSMUSG00000082330","2","pseudogene"
"ENSMUSG00000082332","2","pseudogene"
"ENSMUSG00000082333","11","pseudogene"
"ENSMUSG00000082334","4","pseudogene"
"ENSMUSG00000082336","X","pseudogene"
"ENSMUSG00000082337","X","pseudogene"
"ENSMUSG00000082338","11","pseudogene"
"ENSMUSG00000082339","2","pseudogene"
"ENSMUSG00000082340","13","pseudogene"
"ENSMUSG00000082341","2","pseudogene"
"ENSMUSG00000082342","X","pseudogene"
"ENSMUSG00000082343","2","pseudogene"
"ENSMUSG00000082344","11","pseudogene"
"ENSMUSG00000082345","2","pseudogene"
"ENSMUSG00000082346","X","pseudogene"
"ENSMUSG00000082347","X","pseudogene"
"ENSMUSG00000082348","4","pseudogene"
"ENSMUSG00000082350","2","pseudogene"
"ENSMUSG00000082351","4","pseudogene"
"ENSMUSG00000082352","4","pseudogene"
"ENSMUSG00000082353","2","pseudogene"
"ENSMUSG00000082354","X","pseudogene"
"ENSMUSG00000082356","9","pseudogene"
"ENSMUSG00000082357","2","pseudogene"
"ENSMUSG00000082358","X","pseudogene"
"ENSMUSG00000082359","4","pseudogene"
"ENSMUSG00000082360","X","pseudogene"
"ENSMUSG00000082361","5","gene"
"ENSMUSG00000082362","12","pseudogene"
"ENSMUSG00000082363","4","pseudogene"
"ENSMUSG00000082364","11","pseudogene"
"ENSMUSG00000082365","5","pseudogene"
"ENSMUSG00000082367","4","pseudogene"
"ENSMUSG00000082368","4","pseudogene"
"ENSMUSG00000082369","2","pseudogene"
"ENSMUSG00000082370","11","pseudogene"
"ENSMUSG00000082371","X","pseudogene"
"ENSMUSG00000082372","X","pseudogene"
"ENSMUSG00000082373","1","pseudogene"
"ENSMUSG00000082374","4","pseudogene"
"ENSMUSG00000082375","2","pseudogene"
"ENSMUSG00000082376","2","pseudogene"
"ENSMUSG00000082377","2","pseudogene"
"ENSMUSG00000082378","11","pseudogene"
"ENSMUSG00000082379","2","pseudogene"
"ENSMUSG00000082380","11","pseudogene"
"ENSMUSG00000082381","4","pseudogene"
"ENSMUSG00000082382","X","pseudogene"
"ENSMUSG00000082383","X","pseudogene"
"ENSMUSG00000082388","4","pseudogene"
"ENSMUSG00000082389","5","pseudogene"
"ENSMUSG00000082390","11","pseudogene"
"ENSMUSG00000082392","X","pseudogene"
"ENSMUSG00000082393","X","pseudogene"
"ENSMUSG00000082394","3","pseudogene"
"ENSMUSG00000082395","1","pseudogene"
"ENSMUSG00000082396","13","pseudogene"
"ENSMUSG00000082397","X","pseudogene"
"ENSMUSG00000082398","4","pseudogene"
"ENSMUSG00000082399","2","pseudogene"
"ENSMUSG00000082400","7","pseudogene"
"ENSMUSG00000082402","5","pseudogene"
"ENSMUSG00000082403","X","pseudogene"
"ENSMUSG00000082404","X","pseudogene"
"ENSMUSG00000082405","11","pseudogene"
"ENSMUSG00000082406","X","pseudogene"
"ENSMUSG00000082407","4","pseudogene"
"ENSMUSG00000082408","2","pseudogene"
"ENSMUSG00000082410","11","pseudogene"
"ENSMUSG00000082411","11","pseudogene"
"ENSMUSG00000082412","2","pseudogene"
"ENSMUSG00000082413","2","pseudogene"
"ENSMUSG00000082414","4","pseudogene"
"ENSMUSG00000082415","3","pseudogene"
"ENSMUSG00000082416","4","pseudogene"
"ENSMUSG00000082417","2","pseudogene"
"ENSMUSG00000082418","4","pseudogene"
"ENSMUSG00000082419","11","pseudogene"
"ENSMUSG00000082420","5","pseudogene"
"ENSMUSG00000082421","X","pseudogene"
"ENSMUSG00000082422","X","pseudogene"
"ENSMUSG00000082423","X","pseudogene"
"ENSMUSG00000082424","2","pseudogene"
"ENSMUSG00000082426","X","pseudogene"
"ENSMUSG00000082427","X","pseudogene"
"ENSMUSG00000082428","2","pseudogene"
"ENSMUSG00000082429","4","pseudogene"
"ENSMUSG00000082431","1","pseudogene"
"ENSMUSG00000082432","4","pseudogene"
"ENSMUSG00000082433","13","pseudogene"
"ENSMUSG00000082435","2","pseudogene"
"ENSMUSG00000082436","2","pseudogene"
"ENSMUSG00000082437","10","pseudogene"
"ENSMUSG00000082440","X","pseudogene"
"ENSMUSG00000082442","4","pseudogene"
"ENSMUSG00000082443","4","pseudogene"
"ENSMUSG00000082444","X","pseudogene"
"ENSMUSG00000082446","6","pseudogene"
"ENSMUSG00000082447","X","pseudogene"
"ENSMUSG00000082448","11","pseudogene"
"ENSMUSG00000082449","X","pseudogene"
"ENSMUSG00000082450","X","pseudogene"
"ENSMUSG00000082451","4","pseudogene"
"ENSMUSG00000082453","11","pseudogene"
"ENSMUSG00000082454","11","pseudogene"
"ENSMUSG00000082455","2","pseudogene"
"ENSMUSG00000082456","11","pseudogene"
"ENSMUSG00000082457","2","pseudogene"
"ENSMUSG00000082458","X","pseudogene"
"ENSMUSG00000082459","11","pseudogene"
"ENSMUSG00000082460","2","pseudogene"
"ENSMUSG00000082461","X","pseudogene"
"ENSMUSG00000082462","X","pseudogene"
"ENSMUSG00000082463","14","pseudogene"
"ENSMUSG00000082464","X","pseudogene"
"ENSMUSG00000082465","9","pseudogene"
"ENSMUSG00000082467","X","pseudogene"
"ENSMUSG00000082468","4","pseudogene"
"ENSMUSG00000082472","2","pseudogene"
"ENSMUSG00000082473","1","pseudogene"
"ENSMUSG00000082474","6","pseudogene"
"ENSMUSG00000082475","14","pseudogene"
"ENSMUSG00000082476","11","pseudogene"
"ENSMUSG00000082478","11","pseudogene"
"ENSMUSG00000082479","X","pseudogene"
"ENSMUSG00000082480","2","pseudogene"
"ENSMUSG00000082481","11","pseudogene"
"ENSMUSG00000082482","X","gene"
"ENSMUSG00000082483","2","pseudogene"
"ENSMUSG00000082484","8","pseudogene"
"ENSMUSG00000082485","16","pseudogene"
"ENSMUSG00000082486","4","pseudogene"
"ENSMUSG00000082487","11","pseudogene"
"ENSMUSG00000082488","13","ncRNA_gene"
"ENSMUSG00000082489","X","pseudogene"
"ENSMUSG00000082490","4","pseudogene"
"ENSMUSG00000082491","8","pseudogene"
"ENSMUSG00000082492","17","pseudogene"
"ENSMUSG00000082494","2","pseudogene"
"ENSMUSG00000082495","11","pseudogene"
"ENSMUSG00000082496","X","pseudogene"
"ENSMUSG00000082497","X","pseudogene"
"ENSMUSG00000082498","4","pseudogene"
"ENSMUSG00000082499","2","pseudogene"
"ENSMUSG00000082500","X","pseudogene"
"ENSMUSG00000082501","4","pseudogene"
"ENSMUSG00000082502","4","pseudogene"
"ENSMUSG00000082503","11","pseudogene"
"ENSMUSG00000082504","X","pseudogene"
"ENSMUSG00000082505","X","pseudogene"
"ENSMUSG00000082507","11","pseudogene"
"ENSMUSG00000082508","2","pseudogene"
"ENSMUSG00000082510","11","pseudogene"
"ENSMUSG00000082511","X","pseudogene"
"ENSMUSG00000082512","2","pseudogene"
"ENSMUSG00000082513","1","pseudogene"
"ENSMUSG00000082514","2","pseudogene"
"ENSMUSG00000082515","4","pseudogene"
"ENSMUSG00000082516","2","pseudogene"
"ENSMUSG00000082517","X","pseudogene"
"ENSMUSG00000082519","2","pseudogene"
"ENSMUSG00000082520","2","pseudogene"
"ENSMUSG00000082523","4","pseudogene"
"ENSMUSG00000082524","5","pseudogene"
"ENSMUSG00000082526","2","pseudogene"
"ENSMUSG00000082527","5","pseudogene"
"ENSMUSG00000082528","1","pseudogene"
"ENSMUSG00000082529","11","pseudogene"
"ENSMUSG00000082530","11","pseudogene"
"ENSMUSG00000082531","11","pseudogene"
"ENSMUSG00000082532","5","pseudogene"
"ENSMUSG00000082533","4","pseudogene"
"ENSMUSG00000082534","2","pseudogene"
"ENSMUSG00000082535","16","pseudogene"
"ENSMUSG00000082536","2","pseudogene"
"ENSMUSG00000082537","X","pseudogene"
"ENSMUSG00000082538","X","pseudogene"
"ENSMUSG00000082539","X","pseudogene"
"ENSMUSG00000082540","13","pseudogene"
"ENSMUSG00000082541","X","pseudogene"
"ENSMUSG00000082542","2","pseudogene"
"ENSMUSG00000082543","2","pseudogene"
"ENSMUSG00000082544","11","pseudogene"
"ENSMUSG00000082545","11","pseudogene"
"ENSMUSG00000082546","X","pseudogene"
"ENSMUSG00000082547","2","pseudogene"
"ENSMUSG00000082548","3","pseudogene"
"ENSMUSG00000082549","X","pseudogene"
"ENSMUSG00000082550","11","pseudogene"
"ENSMUSG00000082551","X","pseudogene"
"ENSMUSG00000082552","4","pseudogene"
"ENSMUSG00000082553","4","pseudogene"
"ENSMUSG00000082554","16","pseudogene"
"ENSMUSG00000082555","4","pseudogene"
"ENSMUSG00000082556","X","pseudogene"
"ENSMUSG00000082558","13","pseudogene"
"ENSMUSG00000082560","X","pseudogene"
"ENSMUSG00000082561","7","pseudogene"
"ENSMUSG00000082562","11","pseudogene"
"ENSMUSG00000082563","X","pseudogene"
"ENSMUSG00000082564","9","pseudogene"
"ENSMUSG00000082565","1","pseudogene"
"ENSMUSG00000082566","4","pseudogene"
"ENSMUSG00000082567","X","pseudogene"
"ENSMUSG00000082569","4","pseudogene"
"ENSMUSG00000082570","16","pseudogene"
"ENSMUSG00000082571","X","pseudogene"
"ENSMUSG00000082573","4","pseudogene"
"ENSMUSG00000082574","2","gene"
"ENSMUSG00000082575","4","pseudogene"
"ENSMUSG00000082576","11","pseudogene"
"ENSMUSG00000082577","2","pseudogene"
"ENSMUSG00000082578","2","pseudogene"
"ENSMUSG00000082579","11","pseudogene"
"ENSMUSG00000082580","2","pseudogene"
"ENSMUSG00000082581","2","pseudogene"
"ENSMUSG00000082583","2","pseudogene"
"ENSMUSG00000082584","X","pseudogene"
"ENSMUSG00000082585","15","pseudogene"
"ENSMUSG00000082586","7","pseudogene"
"ENSMUSG00000082587","11","pseudogene"
"ENSMUSG00000082588","1","pseudogene"
"ENSMUSG00000082589","3","pseudogene"
"ENSMUSG00000082590","X","pseudogene"
"ENSMUSG00000082591","11","pseudogene"
"ENSMUSG00000082592","4","pseudogene"
"ENSMUSG00000082593","13","pseudogene"
"ENSMUSG00000082594","X","pseudogene"
"ENSMUSG00000082595","X","pseudogene"
"ENSMUSG00000082596","2","pseudogene"
"ENSMUSG00000082597","4","pseudogene"
"ENSMUSG00000082598","X","pseudogene"
"ENSMUSG00000082599","4","pseudogene"
"ENSMUSG00000082600","X","pseudogene"
"ENSMUSG00000082601","4","pseudogene"
"ENSMUSG00000082602","X","pseudogene"
"ENSMUSG00000082604","12","pseudogene"
"ENSMUSG00000082605","10","pseudogene"
"ENSMUSG00000082606","X","pseudogene"
"ENSMUSG00000082607","11","pseudogene"
"ENSMUSG00000082608","18","pseudogene"
"ENSMUSG00000082609","1","pseudogene"
"ENSMUSG00000082610","5","pseudogene"
"ENSMUSG00000082611","X","pseudogene"
"ENSMUSG00000082612","X","pseudogene"
"ENSMUSG00000082613","4","pseudogene"
"ENSMUSG00000082614","11","pseudogene"
"ENSMUSG00000082615","4","pseudogene"
"ENSMUSG00000082616","X","pseudogene"
"ENSMUSG00000082617","X","pseudogene"
"ENSMUSG00000082618","X","pseudogene"
"ENSMUSG00000082619","10","pseudogene"
"ENSMUSG00000082620","X","pseudogene"
"ENSMUSG00000082621","X","pseudogene"
"ENSMUSG00000082622","4","pseudogene"
"ENSMUSG00000082623","9","pseudogene"
"ENSMUSG00000082624","3","pseudogene"
"ENSMUSG00000082625","X","pseudogene"
"ENSMUSG00000082626","11","pseudogene"
"ENSMUSG00000082628","4","pseudogene"
"ENSMUSG00000082629","X","pseudogene"
"ENSMUSG00000082630","X","pseudogene"
"ENSMUSG00000082632","2","pseudogene"
"ENSMUSG00000082633","6","pseudogene"
"ENSMUSG00000082634","4","pseudogene"
"ENSMUSG00000082635","X","pseudogene"
"ENSMUSG00000082636","X","pseudogene"
"ENSMUSG00000082637","4","pseudogene"
"ENSMUSG00000082638","4","pseudogene"
"ENSMUSG00000082639","X","gene"
"ENSMUSG00000082641","2","pseudogene"
"ENSMUSG00000082644","4","pseudogene"
"ENSMUSG00000082645","5","pseudogene"
"ENSMUSG00000082646","11","pseudogene"
"ENSMUSG00000082647","2","pseudogene"
"ENSMUSG00000082648","13","pseudogene"
"ENSMUSG00000082649","4","pseudogene"
"ENSMUSG00000082650","8","pseudogene"
"ENSMUSG00000082651","2","pseudogene"
"ENSMUSG00000082652","X","pseudogene"
"ENSMUSG00000082653","16","pseudogene"
"ENSMUSG00000082655","X","pseudogene"
"ENSMUSG00000082656","13","pseudogene"
"ENSMUSG00000082657","X","pseudogene"
"ENSMUSG00000082658","11","pseudogene"
"ENSMUSG00000082660","X","pseudogene"
"ENSMUSG00000082661","1","pseudogene"
"ENSMUSG00000082662","14","pseudogene"
"ENSMUSG00000082663","14","pseudogene"
"ENSMUSG00000082664","X","pseudogene"
"ENSMUSG00000082665","2","pseudogene"
"ENSMUSG00000082666","2","pseudogene"
"ENSMUSG00000082667","13","pseudogene"
"ENSMUSG00000082669","X","pseudogene"
"ENSMUSG00000082670","2","pseudogene"
"ENSMUSG00000082671","2","pseudogene"
"ENSMUSG00000082672","4","pseudogene"
"ENSMUSG00000082673","4","pseudogene"
"ENSMUSG00000082674","4","pseudogene"
"ENSMUSG00000082675","X","pseudogene"
"ENSMUSG00000082676","4","pseudogene"
"ENSMUSG00000082677","1","pseudogene"
"ENSMUSG00000082678","4","pseudogene"
"ENSMUSG00000082679","2","pseudogene"
"ENSMUSG00000082680","X","pseudogene"
"ENSMUSG00000082681","4","pseudogene"
"ENSMUSG00000082682","8","pseudogene"
"ENSMUSG00000082683","4","pseudogene"
"ENSMUSG00000082684","7","pseudogene"
"ENSMUSG00000082686","4","pseudogene"
"ENSMUSG00000082687","2","pseudogene"
